URL;Titre;Chapeau;Mouvement;Date de début;Date de fin;Nom du lieu;Adresse du lieu;Code postal;Ville;Coordonnées géographiques;Accès PMR;Accès mal voyant;Accès mal entendant;Transport;Nom de contact;Téléphone de contact;Email de contact;Type d'accès;URL de réservation;Téléphone de réservation;Email de réservation;Type de prix;Détail du prix;Image de couverture;URL de l'image;
https://quefaire.paris.fr/118093/l-art-du-collage-par-magoo-mc-coy;L’Art Du Collage Par Magoo Mc Coy;C'est ce que je trouve qui me dit ce que je cherche Pierre Soulages;Beaux-Arts;2021-10-01T13:00:00+02:00;2021-11-27T18:00:00+01:00;Bibliothèque Buffon;15 Bis rue Buffon;75005;Paris;48.842573,2.361884;1;0;1;5, 10 : Gare d'Austerlitz (187m);Bibliothèque Buffon;01 55 43 25 25;;libre;;155432525;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/c3d2def1fe0a47b59b5efaed60a86b02;https://cdn.paris.fr/qfap/2021/06/24/81369_bGEgbGlzZXVzZSBwZXRpdGUuanBn.jpg;
https://quefaire.paris.fr/119261/exposition-le-corps-humain;"Exposition ""Le Corps Humain""";Pour célébrer la science dans tous ses états, venez découvrir une exposition haute en couleur sur le corps humains.;Sciences;2021-10-01T13:00:00+02:00;2021-10-23T18:00:00+02:00;Médiathèque Jean-Pierre Melville;79 rue Nationale;75013;Paris;48.827064,2.366764;0;0;0;14 : Olympiades (45m);médiathèque Jean-Pierre Melville;01 53 82 76 76;mediatheque.jean-pierre.melville@paris.fr;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/bffcac5a0c09788d5adb834f4516e3ff;https://cdn.paris.fr/qfap/2021/06/30/81719_NTFLT21oS2ZNaEwuX1NSNjAwLDMxNV9QSVdoaXRlU3RyaXAsQm90dG9tTGVmdCwwLDM1X1BJU3RhclJhdGluZ0ZJVkUsQm90dG9tTGVmdCwzNjAsLTZfU1I2MDAsMzE1X1NDTFpaWlpaWlpfRk1wbmdfQkcyNTUsMjU1LDI1NS5qcGcucG5n.jpg;
https://quefaire.paris.fr/117549/hotel-sahara-soiree-d-ouverture;Exposition Hotel Sahara;Les Magasins généraux inaugurent leur troisième saison culturelle, qui explore et interroge les imaginaires dont le Sahara fait l'objet depuis l'Europe, mais aussi depuis l'Afrique et ses diasporas.;Art Contemporain;2021-06-12T12:00:00+02:00;2021-10-02T19:00:00+02:00;Magasins généraux;1 rue de l'Ancien Canal;93500;Pantin;48.8948436947,2.41626807489;1;0;0;5 : Église de Pantin (290m);Magasins généraux;;;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/efd37c59cff1aa0098d915aa3bad7315;https://cdn.paris.fr/qfap/2021/06/24/81349_SFMtREVGLWhvcml6b250YWwtMTYtOS1saWdodC5naWY=.jpg;
https://quefaire.paris.fr/114116/edition-limitee-vollard-petiet-et-l-estampe-de-maitres;Édition Limitée - Vollard, Petiet Et L'Estampe De Maîtres;Le Petit Palais présente une exposition autour de la figure d'Ambroise Vollard, en tant qu'éditeur d'estampes et de livres illustrés et de son successeur Henri Petiet. On pourra y découvrir des œuvres de Bonnard, Picasso, Maillol, Redon, Chagall...;Primitivism;2021-05-19T10:00:00+02:00;2021-08-29T18:00:00+02:00;Petit Palais - Musée des beaux-arts de la Ville de Paris;2 avenue Winston-Churchill;75008;Paris;48.866035,2.314253;1;1;1;1, 13 : Champs-Élysées - Clemenceau (108m);Petit Palais;;;libre;;;;Payant;11 - 13 €;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/afe4dc5d2d4e7274f0320000278fd082;https://cdn.paris.fr/qfap/2021/01/13/76800_MTcgLSBNYWlsbG9sIC0gTGEgVmFndWUuanBn.jpg;
https://quefaire.paris.fr/120662/exposition-kott-hana-by-quand-les-fleurs-nous-sauvent;Exposition Kott & Hana By Quand Les Fleurs Nous Sauvent;"Pour son exposition de rentrée, quand les fleurs nous sauvent présente ""kott & hana"", un duo-show de deux artistes - Zuae et Kanaria - l'une coréenne, l'autre japonaise, deux univers poétiques dans lesquels la fleur et l’humain cohabitent, à voir du 16 septembre au 30 octobre au 05 rue Jacques Callot, Paris VI.";Art Contemporain;2021-09-16T11:00:00+02:00;2021-10-03T19:00:00+02:00;;05 rue Jacques Callot;75006;Paris;48.8552099927,2.33725003076;0;0;0;10 : Mabillon (298m);quand les fleurs nous sauvent;;contact@quandlesfleursnoussauvent.com;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/bac4a47224a4166a647cae0d6c177b12;https://cdn.paris.fr/qfap/2021/07/13/82918_NjAxNjEyOTVfNDIzMTQyMDYxODUyNzEzXzU4MTgxOTEzODQ2OTUyNzU1MjBfbi5qcGc=.jpg;
https://quefaire.paris.fr/116154/victor-hugo-dessins;Victor Hugo. Dessins;Cette exposition présente de façon exceptionnelle la collection de dessins de Victor Hugo du musée. Dessinateur singulier, d’une entière liberté, son œuvre fascine par sa modernité et sa puissance onirique.;Beaux-Arts;2021-06-10T10:00:00+02:00;2021-11-21T18:00:00+01:00;Maison de Victor Hugo;6 place des Vosges;75004;Paris;48.856194,2.3657;0;0;0;8 : Chemin Vert (223m);Maison de Victor Hugo;;;reservation;https://www.maisonsvictorhugo.paris.fr/fr/expositions/francois-auguste-biard;;;Payant;TP 9 euros ;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/559383d5907fdded3dcf6fff3a392143;https://cdn.paris.fr/qfap/2021/05/10/79210_Q2hhbXBpZ25vbiDiiI8gTWFpc29ucyBkZSBWaWN0b3IgSHVnbyBQYXJpcy5qcGc=.jpg;
https://quefaire.paris.fr/120533/itinerances-de-l-etre-vol1;Itinérances De L’Être – Vol1;Mémoire de l’Avenir invite, pour deux expositions consécutives, le collectif artistique international DF Art Project, qui regroupe des artistes partageant une recherche plastique commune, autour de la fragmentation du réel, sa mise en perspective, sa distorsion et/ou sa transformation dynamique.;Art Contemporain;2021-07-10T11:00:00+02:00;2021-08-28T19:00:00+02:00;Galerie Mémoire de l'Avenir;45/47 rue Ramponeau Paris;75020;Paris;48.8717399858,2.38160002156;0;0;0;2 : Couronnes (333m);Association Déstructuralisme Figuratif;;contact@df-artproject.com;libre;;951171875;contact@memoire-a-venir.org;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/22cae3ee023e2fd469f242150d2f6981;https://cdn.paris.fr/qfap/2021/07/12/82871_MjAzMzY0MDYwXzgxNjU3MTU3NTk2Mzg1Nl8zNDg5MDgwODgzMDc5NTM5OTEyX24uanBn.jpg;
https://quefaire.paris.fr/120073/rencontre-avec-l-artiste-christelle-tea;Rencontre Avec L'Artiste Christelle Téa;"A l'occasion des Journées Européennes du Patrimoine, découvrez ""Musées dessinés"", l'exposition de Christelle Téa, de manière privilégiée.";Art Contemporain;2021-09-18T14:00:00+02:00;2021-09-18T18:00:00+02:00;Musée Cognacq-Jay;8 rue Elzévir;75003;Paris;48.858122,2.361631;0;0;0;1 : Saint-Paul (338m);Musée Cognacq-Jay;140270721;eppm-cognacqjay.documentation@paris.fr;reservation;;;reservation.cognacqjay@paris.fr;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/ed9c154c4e231bf29aa3144463fcb819;https://cdn.paris.fr/qfap/2021/07/06/82375_Y2hyaXN0ZWxsZXRlYS0wMDAwMi13Yi5qcGc=.jpg;
https://quefaire.paris.fr/113533/picasso-rodin;Picasso - Rodin;Une exposition organisée par le Musée national Picasso-Paris et le musée Rodin;Cubism;2021-05-19T10:00:00+02:00;2022-01-02T18:30:00+01:00;Musée Rodin;77  rue de Varenne;75007;Paris;48.855923,2.316027;0;0;0;13 : Varenne (75m);Musée Rodin;;;libre;;;;Payant;12 à 14 €;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/c5d58f9a8c9673f5944a955751763de9;https://cdn.paris.fr/qfap/2020/12/03/76152_MTktNTI0ODA4LmpwZw==.jpg;
https://quefaire.paris.fr/121779/artpositive;Artpositive;Une exposition internationale d'artistes vivant avec le VIH;Art Contemporain;2021-09-07T13:00:00+02:00;2021-09-24T19:00:00+02:00;Galerie Marie de Holmsky;80, rue Bonaparte;75006;Paris;48.8501599798,2.33254996237;0;0;0;4 : Saint-Sulpice (142m);Galerie Marie de Holmsky;143290890;contact@galeriemdh.fr;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/bb1161251447851e62b09d8b516feab5;https://cdn.paris.fr/qfap/2021/08/11/83812_NzkyODM4NzVfMTA5NjU5NDU3MTk5NjMyXzQzMjUyOTExMTM3Mjk0OTA5NDRfbi5qcGc=.jpg;
https://quefaire.paris.fr/121486/visite-guidee-de-l-exposition-en-presence-de-l-artiste;Visite Guidée De L’Exposition En Présence De L’Artiste;Visite guidée par Bérénice Saliou, commissaire de l’exposition, en présence d’Hossein Valamanesh.;Art Contemporain;2021-08-24T18:00:00+02:00;2021-08-24T19:30:00+02:00;Institut des Cultures d'Islam (ICI);56 rue Stephenson;75018;Paris;48.888484,2.356337;0;0;0;12 : Marx Dormoy (347m);Institut des Cultures d'Islam;;;reservation;https://www.institut-cultures-islam.org/agenda/visite-guidee-de-lexposition-en-presence-de-lartiste/;;communication@ici.paris;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/236bb53fc175635603688766d74d06a6;https://cdn.paris.fr/qfap/2021/08/02/83596_RVhQTy01LVRoZSBMb3ZlciBDaXJjbGVzIGhpcyBvd24gSGVhcnQsIDE5OTMsIGNvcGllLmpwZw==.jpg;
https://quefaire.paris.fr/116086/exposition-ahmad-abdallah-dandori;Exposition Ahmad Abdallah Dandori;Peinture;Art Contemporain;2021-05-07T14:00:00+02:00;2021-08-28T18:00:00+02:00;Bibliothèque Václav Havel;26 esplanade Nathalie Sarraute;75018;Paris;48.889018,2.363096;0;0;0;12 : Marx Dormoy (255m);Bibliothèque Vaclav Havel (Halle Pajol);01 40 38 65 40;bibliotheque.vaclav-havel@paris.fr;libre;https://www.paris.fr/equipements/bibliotheque-vaclav-havel-8693;140386540;bibliotheque.vaclav-havel@paris.fr;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/46b53b204049748a615e31d71c0df59b;https://cdn.paris.fr/qfap/2021/05/07/79143_NTAxMDM5MzdfODA3NDQ0Nzc2MjcxNTkxXzg0NzU3NzkyNzkwMDk4NzM5MjBfbi5qcGc=.jpg;
https://quefaire.paris.fr/121758/exposition-contre-notre-meilleure-nature-grace-grothau;"Exposition / ""Contre Notre Meilleure Nature"" - Grace Grothau";Planter une graine est une expression souvent répétée qui signifie faire naître une pensée chez une autre personne. En outre, au sens physique très réel, chaque graine contient un avenir potentiel.;Art Contemporain;2021-08-12T17:00:00+02:00;2021-09-04T20:00:00+02:00;Cité internationale des arts;18, rue de l’Hôtel de Ville;75004;Paris;48.8542645112,2.35614351639;0;0;0;7 : Pont Marie (143m);Cité internationale des arts;142787172;contact@citedesartsparis.fr;libre;;;;Gratuit;Visible depuis l’extérieur;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/9ddfaac6d249df4e412ae65310e7c342;https://cdn.paris.fr/qfap/2021/08/10/83795_dmlzdWVsIGNvbS5wbmc=.jpg;
https://quefaire.paris.fr/121174/a-premiere-vue;À Première Vue;Cet été retrouvez les artistes diplômés des Beaux-Arts de Paris dans les vitrines des galeries de Saint-Germain-des-Prés.;Art Contemporain;2021-07-25T00:01:00+02:00;2021-09-02T23:59:00+02:00;Saint-Germain-des-Prés;14 rue Bonaparte;75006;Paris;;0;0;0;Saint-Germain-des-Prés;;;;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/432dc65022a5ce726f330766eeb3d5e9;https://cdn.paris.fr/qfap/2021/07/23/83314_Z2FsZXJpZXMtaGVhZGVyLmpwZw==.jpg;
https://quefaire.paris.fr/114720/fake-news-art-fiction-mensonge;Fake News - Art, Fiction, Mensonge;La Fondation groupe EDF présente Fake News :  Art, Fiction, Mensonge, une exposition inédite en France réunissant les œuvres d’artistes français et internationaux qui alertent et interrogent sur la prolifération de fausses informations dans notre monde hyperconnecté tout en bousculant notre esprit critique.;Art Contemporain;2021-05-27T12:00:00+02:00;2022-01-30T19:00:00+01:00;Espace Fondation EDF;6 rue Récamier;75007;Paris;48.851723,2.327824;0;0;0;10, 12 : Sévres Babylone (221m);Fondation EDF;;;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/7086084c3b79769388f8a190f444a16e;https://cdn.paris.fr/qfap/2021/02/17/77572_MTU2OTAwMTY3MzgwOC1mYWtlLW5ld3MgKDEpLmpwZw==.jpg;
https://quefaire.paris.fr/115787/bretagne-francois-avril;Bretagne :: François Avril;François Avril n’avait pas été exposé à Paris depuis 2017. Il revient à la galerie Huberty & Breyne du 18 juin au 28 août 2021 avec une sélection d’oeuvres jamais montrées dans la capitale : des dessins au crayon, à la plume, des toiles, des lithographies ainsi que ses sculptures d’arbres.;Art Contemporain;2021-06-18T11:00:00+02:00;2021-08-28T19:00:00+02:00;Huberty & Breyne;36 avenue Matignon;75008;Paris;48.8723500207,2.31474001068;1;1;1;9, 13 : Miromesnil (154m);Huberty & Breyne;140280471;contact@hubertybreyne.com;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/26746b7e4028c2669611796284683f82;https://quefaire.paris.fr/images/idee-2.jpg;
https://quefaire.paris.fr/116004/yvette-de-la-fremondiere;Yvette De La Frémondière;Sculptures et frémontages;Art Contemporain;2021-06-15T13:00:00+02:00;2021-09-25T19:00:00+02:00;Bibliothèque Forney;1 rue du Figuier;75004;Paris;48.853427,2.359179;0;0;0;7 : Pont Marie (126m);Bibliothèque Forney;01 42 78 14 60;bibliotheque.forney@paris.fr;reservation;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/75ed801ea69ff7a3db63500b42dbe38a;https://cdn.paris.fr/qfap/2021/05/05/79039_VEVMIFFVJ0VOIFNPSS1Nw4pNXzAwMDcuanBn.jpg;
https://quefaire.paris.fr/118217/minhwa-chaekgeori-de-la-beaute-des-livres;Minhwa « Chaekgeori... De La Beauté Des Livres »;Peinture populaire coréenne d’autrefois réinterprétée par 47 artistes d’aujourd’hui;Art Contemporain;2021-06-17T10:00:00+02:00;2021-09-10T18:00:00+02:00;Centre Culturel Coréen;20 rue de la Boétie;75008;Paris;48.8741600089,2.31671998385;0;0;0;9, 13 : Miromesnil (122m);Centre Culturel coréen;01 47 20 84 15;info@coree-culture.org;libre;;;;Gratuit;;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/215bb44ec1edc799d88caa87660666cc;https://cdn.paris.fr/qfap/2021/06/16/80935_YXJ0b240OTYyLTcwNDNjLnBuZw==.jpg;
https://quefaire.paris.fr/117741/accrochage-pauline-viardot-06-juillet-2021-4-septembre-2022;Accrochage Pauline Viardot;A l'occasion du bicentenaire de l'artiste, le musée propose un accrochage d'une quinzaine d'œuvres choisies au sein des collections.;Beaux-Arts;2021-07-06T10:00:00+02:00;2022-09-04T18:00:00+02:00;Musée de la Vie romantique, Hôtel Scheffer-Renan;16 rue Chaptal;75009;Paris;48.881099,2.333448;1;0;0;2 : Blanche (312m);Musée de la Vie romantique;01 53 95 67;;libre;;;;Gratuit;Entrée libre dans les collections permanentes;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/9ca274512e3b1d0e1a8a08667ca2447c;https://cdn.paris.fr/qfap/2021/06/10/80623_c2FuZF9nZW9yZ2VfcG9ydHJhaXRfZGVfcGF1bGluZV92aWFyZG90X2JkIDk1LjIxXzU3MTQ0Ni5qcGc=.jpg;
https://quefaire.paris.fr/117801/exposition-collective-festival-interference-s;Exposition Collective_Festival;Du 7 au 29 aout, le Centre Wallonie-Bruxelles vous invite à découvrir 7 artistes du volet exposition du Festival;Art Contemporain;2021-07-07T10:00:00+02:00;2021-08-29T18:00:00+02:00;Galerie du Centre Wallonie-Bruxelles;127-129 rue Saint-Martin;75004;Paris;48.861164,2.350954;1;0;0;11 : Rambuteau (188m);Centre Wallonie-Bruxelles;153019696;info@cwb.fr;libre;;;;Gratuit;Entrée libre;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/36137c48d708920eb0da55ce21f2d98b;https://cdn.paris.fr/qfap/2021/06/10/80651_NDI2LWludGVyZmVyZW5jZV9kb3NzaWVyX2RlX3ByZXNzZV8wODA2MjFfYi0xLTIuanBn.jpg;
https://quefaire.paris.fr/111930/bio-inspiree-une-autre-approche-l-exposition;Bio-Inspirée, Une Autre Approche L'Exposition;Nouvelle exposition permanente installée en partie dans la serre, Bio-inspirée, une autre approche s’attache à expliquer cette démarche scientifique respectueuse du vivant, au travers d’un parcours où le visiteur découvre comment fonctionne le vivant et comment on peut s’en inspirer.;Sciences;2020-09-18T10:00:00+02:00;2026-01-01T18:00:00+01:00;Cité des sciences et de l'industrie;30 avenue Corentin-Cariou;75019;Paris;48.895679,2.3879;0;0;0;7 : Porte de la Villette (282m);Cité des sciences et de l'industrie;;;reservation;http://www.cite-sciences.fr/fr/au-programme/expos-permanentes/les-expositions/bio-inspiree/lexposition/;140058000;;Payant;De 9€ à 12€;https://opendata.paris.fr/api/v2/catalog/datasets/que-faire-a-paris-/files/4501300ffad1c60d25a8d4fe64ba6bdf;https://cdn.paris.fr/qfap/2020/09/10/73665_QklfNzIweDQwMC5qcGc=.jpg;
